假名,日语汉字,中文翻译,容易混淆的单词,混淆词翻译
じつげん,実現,实现,じっこう,实行
じっこう,実行,实行,じっさい,实际
じっさい,実際,实际,じっし,实施
じっし,実施,实施,じっと,一动不动
じっと,,一动不动,じつに,实在
じつに,実に,实在,じつは,实际上
じつは,実は,实际上,しつぼう,失望
しつぼう,失望,失望,してん,分店
してん,支店,分店,しどう,指导
しどう,指導,指导,じどう,自动
じどう,自動,自动,しな,物品
しな,品,物品,しはい,支配
しはい,支配,支配,しばい,戏剧
しばい,芝居,戏剧,しばしば,常常
しばしば,,常常,しばふ,草坪
しばふ,芝生,草坪,しはらい,支付
しはらい,支払,支付,しはらう,支付
しはらう,支払う,支付,しぼう,死亡
しぼう,死亡,死亡,しほん,资本
しほん,資本,资本,しまい,姐妹
しまい,姉妹,姐妹,しまう,做完
しまう,仕舞う,做完,しまった,糟了
しまった,,糟了,じまん,自夸
じまん,自慢,自夸,じむ,事务
じむ,事務,事务,しめす,表示
しめす,示す,表示,しめる,占据
しめる,占める,占据,しも,下
しも,下,下,しも,霜
しも,霜,霜,じゃあ,那么
じゃあ,,那么,しゃっきん,借款
しゃっきん,借金,借款,しゃべる,说话
しゃべる,,说话,じゃま,妨碍
じゃま,邪魔,妨碍,しゅう,周
しゅう,週,周,しゅう,州
しゅう,州,州,じゅう,十
じゅう,十,十,じゅう,枪
じゅう,銃,枪,しゅうい,周围
しゅうい,周囲,周围,しゅうかく,收获
しゅうかく,収穫,收获,しゅうかん,周间
しゅうかん,週間,周间,しゅうきょう,宗教
しゅうきょう,宗教,宗教,じゅうし,重视
じゅうし,重視,重视,しゅうしょく,就职
しゅうしょく,就職,就职,ジュース,果汁
ジュース,,果汁,しゅうせい,修正
しゅうせい,修正,修正,じゅうたい,拥堵
じゅうたい,渋滞,拥堵,じゅうだい,重大
じゅうだい,重大,重大,じゅうたく,住宅
じゅうたく,住宅,住宅,しゅうだん,集团
しゅうだん,集団,集团,しゅうちゅう,集中
しゅうちゅう,集中,集中,しゅうにゅう,收入
しゅうにゅう,収入,收入,じゅうみん,居民
じゅうみん,住民,居民,じゅうよう,重要
じゅうよう,重要,重要,しゅうり,修理
しゅうり,修理,修理,しゅぎ,主义
しゅぎ,主義,主义,しゅくはく,住宿
しゅくはく,宿泊,住宿,しゅじゅつ,手术
しゅじゅつ,手術,手术,しゅしょう,首相
しゅしょう,首相,首相,しゅだん,手段
しゅだん,手段,手段,しゅちょう,主张
しゅちょう,主張,主张,しゅっしん,出身
しゅっしん,出身,出身,しゅっせき,出席
しゅっせき,出席,出席,しゅっぱつ,出发
しゅっぱつ,出発,出发,しゅっぱん,出版
しゅっぱん,出版,出版,しゅと,首都
しゅと,首都,首都,しゅふ,主妇
しゅふ,主婦,主妇,しゅよう,主要
しゅよう,主要,主要,じゅよう,需要
じゅよう,需要,需要,しゅるい,种类
しゅるい,種類,种类,じゅん,顺序
じゅん,順,顺序,しゅんかん,瞬间
しゅんかん,瞬間,瞬间,じゅんちょう,顺利
じゅんちょう,順調,顺利,じゅんばん,轮班
じゅんばん,順番,轮班,じゅんび,准备
じゅんび,準備,准备,しよう,使用
しよう,使用,使用,しょう,小
しょう,小,小,しょう,章
しょう,章,章,しょう,奖
しょう,賞,奖,じょう,上
じょう,上,上,しょうがい,障碍
しょうがい,障害,障碍,しょうがくきん,奖学金
しょうがくきん,奨学金,奖学金,じょうきゃく,乘客
じょうきゃく,乗客,乘客,じょうきょう,进京
じょうきょう,上京,进京,じょうきょう,状况
じょうきょう,状況,状况,じょうけん,条件
じょうけん,条件,条件,しょうご,正午
しょうご,正午,正午,しょうじき,正直
しょうじき,正直,正直,じょうしき,常识
じょうしき,常識,常识,しょうじょ,少女
しょうじょ,少女,少女,しょうしょう,少许
しょうしょう,少々,少许,しょうじょう,症状
しょうじょう,症状,症状,しょうじる,产生
しょうじる,生じる,产生,しょうたい,招待
しょうたい,招待,招待,じょうたい,状态
じょうたい,状態,状态,じょうたつ,进步
じょうたつ,上達,进步,じょうだん,玩笑
じょうだん,冗談,玩笑,しょうち,知道
しょうち,承知,知道,じょうとう,上等
じょうとう,上等,上等,しょうとつ,冲突
しょうとつ,衝突,冲突,しょうにん,商人
しょうにん,商人,商人,しょうにん,承认
しょうにん,承認,承认,しょうねん,少年
しょうねん,少年,少年,しょうばい,生意
しょうばい,商売,生意,しょうひ,消费
しょうひ,消費,消费,しょうひん,商品
しょうひん,商品,商品,しょうぼう,消防
しょうぼう,消防,消防,じょうほう,情报
じょうほう,情報,情报,しょうめい,证明
しょうめい,証明,证明,じょおう,女王
じょおう,女王,女王,しょく,职业
しょく,職,职业,しょくぎょう,职业
しょくぎょう,職業,职业,しょくじ,用餐
しょくじ,食事,用餐,しょくたく,餐桌
しょくたく,食卓,餐桌,しょくひん,食品
しょくひん,食品,食品,しょくぶつ,植物
しょくぶつ,植物,植物,しょくもつ,食物
しょくもつ,食物,食物,しょくよく,食欲
しょくよく,食欲,食欲,しょくりょう,粮食
しょくりょう,食料,粮食,しょさい,书房
しょさい,書斎,书房,じょし,女子
じょし,女子,女子,じょしゅ,助手
じょしゅ,助手,助手,じょじょに,逐渐
じょじょに,徐々に,逐渐,しょめい,署名
しょめい,署名,署名,しょもつ,书籍
しょもつ,書物,书籍,じょゆう,女演员
じょゆう,女優,女演员,しょり,处理
しょり,処理,处理,しょるい,文件
しょるい,書類,文件,しらせ,通知
しらせ,知らせ,通知,しり,臀部
しり,尻,臀部,しるし,标记
しるし,印,标记,しろ,城堡
しろ,城,城堡,しんがく,升学
しんがく,進学,升学,しんけい,神经
しんけい,神経,神经,しんけん,认真
しんけん,真剣,认真,しんこう,信仰
しんこう,信仰,信仰,しんごう,信号
しんごう,信号,信号,じんこう,人工
じんこう,人工,人工,しんこく,深刻
しんこく,深刻,深刻,しんさつ,诊察
しんさつ,診察,诊察,じんしゅ,人种
じんしゅ,人種,人种,しんじる,相信
しんじる,信じる,相信,じんせい,人生
じんせい,人生,人生,しんせき,亲戚
しんせき,親戚,亲戚,しんせん,新鲜
しんせん,新鮮,新鲜,しんぞう,心脏
しんぞう,心臓,心脏,しんたい,身体
しんたい,身体,身体,しんちょう,身高
しんちょう,身長,身高,しんちょう,慎重
しんちょう,慎重,慎重,しんぱい,担心
しんぱい,心配,担心,しんぱん,裁判
しんぱん,審判,裁判,じんぶつ,人物
じんぶつ,人物,人物,しんぽ,进步
しんぽ,進歩,进步,しんゆう,好友
しんゆう,親友,好友,しんよう,信用
しんよう,信用,信用,しんらい,信赖
しんらい,信頼,信赖,しんり,心理
しんり,心理,心理,じんるい,人类
じんるい,人類,人类,す,巢
す,巣,巢,ず,图
ず,図,图,すいじゅん,水平
すいじゅん,水準,水平,すいせん,推荐
すいせん,推薦,推荐,スイッチ,开关
スイッチ,,开关,ずいぶん,非常
ずいぶん,随分,非常,すいみん,睡眠
すいみん,睡眠,睡眠,すう,数字
すう,数,数字,すうじ,数字
すうじ,数字,数字,スープ,汤
スープ,,汤,すえ,末尾
すえ,末,末尾,すがた,姿态
すがた,姿,姿态,スキー,滑雪
スキー,,滑雪,すく,变空
すく,空く,变空,すくう,救助
すくう,救う,救助,すぐれる,优秀
すぐれる,優れる,优秀,スケート,滑冰
スケート,,滑冰,すごい,厉害
すごい,,厉害,すこしも,一点也不
すこしも,,一点也不,すごす,度过
すごす,過ごす,度过,すじ,肌肉
すじ,筋,肌肉,すすめる,推进
すすめる,進める,推进,すすめる,推荐
すすめる,勧める,推荐,スター,明星
スター,,明星,スタイル,样式
スタイル,,样式,スタンド,看台
スタンド,,スタンド,ずつう,头痛
ずつう,頭痛,头痛,ずっと,一直
ずっと,,一直,すてき,漂亮
すてき,,漂亮,すでに,已经
すでに,既に,已经,すなわち,即
すなわち,,即,すばらしい,精彩
すばらしい,素晴らしい,精彩,スピーチ,演讲
スピーチ,,演讲,すべて,全部
すべて,全て,全部,すませる,做完
すませる,済ませる,做完,すみ,角
すみ,角,角,すみません,对不起
すみません,,对不起,する,做
する,為る,做,すると,于是
すると,すると,于是,するどい,尖锐
するどい,鋭い,尖锐,せい,身高
せい,背,身高,せい,正确
せい,正,正确,せい,生
せい,生,生,せい,性别
せい,性,性别,せい,原因
せい,所為,原因,ぜい,税
ぜい,税,税,せいかく,性格
せいかく,性格,性格,せいかく,正确
せいかく,正確,正确,せいき,世纪
せいき,世紀,世纪,せいきゅう,请求
せいきゅう,請求,请求,ぜいきん,税金
ぜいきん,税金,税金,せいけつ,清洁
せいけつ,清潔,清洁,せいげん,限制
せいげん,制限,限制,せいこう,成功
せいこう,成功,成功,せいさん,生产
せいさん,生産,生产,せいしき,正式
せいしき,正式,正式,せいしん,精神
せいしん,精神,精神,せいじん,成人
せいじん,成人,成人,せいぜい,最多
せいぜい,精々,最多,せいせき,成绩
せいせき,成績,成绩,せいぞう,制造
せいぞう,製造,制造,ぜいたく,奢侈
ぜいたく,贅沢,奢侈,せいちょう,成长
せいちょう,成長,成长,せいど,制度
せいど,制度,制度,せいねん,青年
せいねん,青年,青年,せいひん,产品
せいひん,製品,产品,せいふ,政府
せいふ,政府,政府,せいぶつ,生物
せいぶつ,生物,生物,せいめい,生命
せいめい,生命,生命,せいり,整理
せいり,整理,整理,せき,咳嗽
せき,咳,咳嗽,せきたん,煤炭
せきたん,石炭,煤炭,せきにん,责任
せきにん,責任,责任,せきゆ,石油
せきゆ,石油,石油,せけん,社会
せけん,世間,社会,せつ,学说
せつ,説,学说,せっきょくてき,积极
せっきょくてき,積極的,积极,せっけい,设计
せっけい,設計,设计,ぜったい,绝对
ぜったい,絶対,绝对,セット,套装
セット,,套装,せつび,设备
せつび,設備,设备,ぜつめつ,灭绝
ぜつめつ,絶滅,灭绝,せつやく,节约
せつやく,節約,节约,ぜひ,一定
ぜひ,是非,一定,せめる,责备
せめる,責める,责备,せわ,照顾
せわ,世話,照顾,ぜん,善
ぜん,善,善,ぜん,全
ぜん,全,全,ぜんいん,全员
ぜんいん,全員,全员,せんこう,专业
せんこう,専攻,专业,ぜんこく,全国
ぜんこく,全国,全国,せんじつ,前几天
せんじつ,先日,前几天,ぜんしゃ,前者
ぜんしゃ,前者,前者,せんしゅ,选手
せんしゅ,選手,选手,ぜんしん,前进
ぜんしん,前進,前进,ぜんぜん,完全
ぜんぜん,全然,完全,センター,中心
センター,,中心,ぜんたい,整体
ぜんたい,全体,整体,せんたく,选择
せんたく,選択,选择,そう,那样
そう,そう,那样,ぞう,象
ぞう,象,象,そうおん,噪音
そうおん,騒音,噪音,ぞうか,增加
ぞうか,増加,增加,そうさ,操作
そうさ,操作,操作,そうじ,扫除
そうじ,掃除,扫除,そうぞう,想象
そうぞう,想像,想象,そうぞく,继承
そうぞく,相続,继承,そうだん,商量
そうだん,相談,商量,そうち,装置
そうち,装置,装置,そうとう,相当
そうとう,相当,相当,そくど,速度
そくど,速度,速度,そこ,那里
そこ,そこ,那里,そこ,底部
そこ,底,底部,そこで,因此
そこで,,因此,そしき,组织
そしき,組織,组织,そして,然后
そして,,然后,そそぐ,注入
そそぐ,注ぐ,注入,そだつ,成长
そだつ,育つ,成长,そっくり,一模一样
そっくり,,一模一样,そっと,轻轻地
そっと,,轻轻地,そで,袖子
そで,袖,袖子,そなえる,准备
そなえる,備える,准备,その,那个
その,その,那个,そのうち,不久
そのうち,,不久,そのまま,原样
そのまま,,原样,そば,旁边
そば,側,旁边,ソファー,沙发
ソファー,,沙发,そまつ,粗糙
そまつ,粗末,粗糙,それぞれ,各自
それぞれ,,各自,それでも,即使如此
それでも,,即使如此,それと,还有
それと,,还有,それとも,或者
それとも,,或者,そん,损失
そん,損,损失,そんがい,损害
そんがい,損害,损害,そんけい,尊敬
そんけい,尊敬,尊敬,そんざい,存在
そんざい,存在,存在,そんちょう,尊重
そんちょう,尊重,尊重,た,田
た,田,田,た,他
た,他,他,たい,对
たい,対,对,だい,大
だい,大,大,だい,台
だい,台,台,だい,题
だい,題,题,たいいく,体育
たいいく,体育,体育,たいおん,体温
たいおん,体温,体温,たいかい,大会
たいかい,大会,大会,たいき,大气
たいき,大気,大气,だいきん,代金
だいきん,代金,代金,たいくつ,无聊
たいくつ,退屈,无聊,たいざい,停留
たいざい,滞在,停留,たいし,大使
たいし,大使,大使,たいした,了不起
たいした,大した,了不起,たいしょう,对象
たいしょう,対象,对象,だいじん,大臣
だいじん,大臣,大臣,たいする,面对
たいする,対する,面对,たいせん,大战
たいせん,大戦,大战,たいてい,通常
たいてい,大抵,通常,たいど,态度
たいど,態度,态度,だいとうりょう,总统
だいとうりょう,大統領,总统,たいはん,大半
たいはん,大半,大半,だいひょう,代表
だいひょう,代表,代表,だいぶぶん,大部分
だいぶぶん,大部分,大部分,タイプライター,打字机
タイプライター,,打字机,たいへん,非常
たいへん,大変,非常,たいほ,逮捕
たいほ,逮捕,逮捕,ダイヤ,日程
ダイヤ,,日程,たいよう,太阳
たいよう,太陽,太阳,たいら,平坦
たいら,平ら,平坦,だいり,代理
だいり,代理,代理,たいりく,大陆
たいりく,大陸,大陆,たおす,推倒
たおす,倒す,推倒,タオル,毛巾
タオル,,毛巾,だが,但是
だが,,但是,たがい,互相
たがい,互い,互相,たから,宝物
たから,宝,宝物,だから,因此
だから,だから,因此,たく,房子
たく,宅,房子,だけど,但是
だけど,,但是,たしかめる,确认
たしかめる,確かめる,确认,たしょう,多少
たしょう,多少,多少,たすける,帮助
たすける,助ける,帮助,ただ,免费
ただ,,免费,ただ,只
ただ,唯,只,たたかい,战斗
たたかい,戦い,战斗,たたかう,战斗
たたかう,戦う,战斗,たたく,敲打
たたく,叩く,敲打,ただちに,立刻
ただちに,直ちに,立刻,たちあがる,站起来
たちあがる,立ち上がる,站起来,たちば,立场
たちば,立場,立场,たつ,经过
たつ,経つ,经过,たっする,达到
たっする,達する,达到,たった,只
たった,唯,只,だって,但是
だって,,但是,たっぷり,充足
たっぷり,,充足,たて,竖
たて,縦,竖,たとえ,比喻
たとえ,,比喻,たに,山谷
たに,谷,山谷,たにん,他人
たにん,他人,他人,たね,种子
たね,種,种子,たば,束
たば,束,束,たび,次
たび,度,次,たび,旅行
たび,旅,旅行,たびたび,常常
たびたび,,常常,たぶん,大概
たぶん,,大概,たま,球
たま,玉,球,たま,球
たま,球,球,たま,子弹
たま,弾,子弹,たま,偶数
たま,偶,偶数,たまたま,偶然
たまたま,,偶然,たまらない,受不了
たまらない,,受不了,だまる,沉默
だまる,黙る,沉默,だめ,不行
だめ,駄目,不行,ためし,尝试
ためし,試し,尝试,ためす,尝试
ためす,試す,尝试,たより,消息
たより,便り,消息,たよる,依赖
たよる,頼る,依赖,だれか,有人
だれか,誰か,有人,だん,段
だん,段,段,たんい,单位
たんい,単位,单位,たんご,单词
たんご,単語,单词,だんし,男子
だんし,男子,男子,たんじゅん,单纯
たんじゅん,単純,单纯,たんじょう,诞生
たんじょう,誕生,诞生,ダンス,舞蹈
ダンス,,舞蹈,だんたい,团体
だんたい,団体,团体,たんとう,担当
たんとう,担当,担当,たんなる,只是
たんなる,単なる,只是,たんに,只是
たんに,単に,只是,ち,地
ち,地,地,ちい,地位
ちい,地位,地位,ちいき,地区
ちいき,地域,地区,チーズ,奶酪
チーズ,,奶酪,チーム,团队
チーム,,团队,ちえ,智慧
ちえ,知恵,智慧,ちか,地下
ちか,地下,地下,ちがい,不同
ちがい,違い,不同,ちがいない,一定
ちがいない,違いない,一定,ちかごろ,近来
ちかごろ,近頃,近来,ちきゅう,地球
ちきゅう,地球,地球,ちく,地区
ちく,地区,地区,ちこく,迟到
ちこく,遅刻,迟到,ちじ,知事
ちじ,知事,知事,ちしき,知识
ちしき,知識,知识,ちちおや,父亲
ちちおや,父親,父亲,ちのう,智能
ちのう,知能,智能,ちへいせん,地平线
ちへいせん,地平線,地平线,ちほう,地方
ちほう,地方,地方,ちゃ,茶
ちゃ,茶,茶,チャンス,机会
チャンス,,机会,ちゃんと,好好地
ちゃんと,,好好地,ちゅう,中
ちゅう,中,中,ちゅう,注
ちゅう,注,注,ちゅうおう,中央
ちゅうおう,中央,中央,ちゅうがく,中学
ちゅうがく,中学,中学,ちゅうこ,中古
ちゅうこ,中古,中古,ちゅうし,中止
ちゅうし,中止,中止,ちゅうしゃ,停车
ちゅうしゃ,駐車,停车,ちゅうしょく,午餐
ちゅうしょく,昼食,午餐,ちゅうしん,中心
ちゅうしん,中心,中心,ちゅうもく,注目
ちゅうもく,注目,注目,ちゅうもん,订单
ちゅうもん,注文,订单,ちょうき,长期
ちょうき,長期,长期,ちょうさ,调查
ちょうさ,調査,调查,ちょうし,调子
ちょうし,調子,调子,ちょうじょう,山顶
ちょうじょう,頂上,山顶,ちょうだい,请给我
ちょうだい,,请给我,ちょきん,存款
ちょきん,貯金,存款,ちょくせつ,直接
ちょくせつ,直接,直接,ちょしゃ,作者
ちょしゃ,著者,作者,ついに,终于
ついに,遂に,终于,つうか,通过
つうか,通過,通过,つうがく,上学
つうがく,通学,上学,つうこう,通行
つうこう,通行,通行,つうじる,通
つうじる,通じる,通,つうしん,通信
つうしん,通信,通信,つかまる,被抓住
つかまる,捕まる,被抓住,つかむ,抓住
つかむ,掴む,抓住,つかれ,疲劳
つかれ,疲れ,疲劳,つき,月亮
つき,月,月亮,つきあい,交往
つきあい,付き合い,交往,つぎつぎ,接连
つぎつぎ,次々,接连,つく,就职
つく,就く,就职,つぐ,倒入
つぐ,注ぐ,倒入,つける,安装
つける,付ける,安装,つち,土
つち,土,土,つづき,续篇
つづき,続き,续篇,つつみ,包裹
つつみ,包み,包裹,つとめ,工作
つとめ,勤め,工作,つとめ,工作
つとめ,務め,工作,つなぐ,连接
つなぐ,繋ぐ,连接,つねに,总是
つねに,常に,总是,つばさ,翅膀
つばさ,翼,翅膀,つまり,总之
つまり,,总之,つみ,罪
つみ,罪,罪,つめる,装
つめる,詰める,装,つもる,堆积
つもる,積もる,堆积,つゆ,梅雨
つゆ,梅雨,梅雨,つらい,痛苦
つらい,辛い,痛苦,つり,钓鱼
つり,釣,钓鱼,つれ,同伴
つれ,連れ,同伴,て,手
て,手,手,てい,提案
てい,提,提案,ていあん,提案
ていあん,提案,提案,ていき,定期
ていき,定期,定期,ていこう,抵抗
ていこう,抵抗,抵抗,ていしゅつ,提交
ていしゅつ,提出,提交,ていど,程度
ていど,程度,程度,ていりゅうじょ,车站
ていりゅうじょ,停留所,车站,デート,约会
デート,,约会,てき,敌人
てき,敵,敌人,できごと,事件
できごと,出来事,事件,てきする,适合
てきする,適する,适合,てきせつ,恰当
てきせつ,適切,恰当,てきど,适度
てきど,適度,适度,てきよう,应用
てきよう,適用,应用,できる,能够
できる,出来る,能够,できるだけ,尽可能
できるだけ,,尽可能,できれば,如果可能
できれば,,如果可能,てじな,魔术
てじな,手品,魔术,ですから,因此
ですから,,因此,てつ,铁
てつ,鉄,铁,てつがく,哲学
てつがく,哲学,哲学,てつだい,帮助
てつだい,手伝い,帮助,てってい,彻底
てってい,徹底,彻底,てつどう,铁路
てつどう,鉄道,铁路,てつや,通宵
てつや,徹夜,通宵,では,那么
では,,那么,てま,时间
てま,手間,时间,でも,但是
でも,,但是,デモ,示威
デモ,,示威,てんけい,典型
てんけい,典型,典型,てんこう,天气
てんこう,天候,天气,でんし,电子
でんし,電子,电子,テント,帐篷
テント,,帐篷,でんとう,传统
でんとう,伝統,传统,てんねん,天然
てんねん,天然,天然,ど,度
ど,度,度,とい,问题
とい,問い,问题,とう,党
とう,党,党,とう,塔
とう,塔,塔,とうあん,答案
とうあん,答案,答案,どういつ,同一
どういつ,同一,同一,どうか,铜币
どうか,,铜币,とうじ,当时
とうじ,当時,当时,どうし,动词
どうし,動詞,动词,どうじ,同时
どうじ,同時,同时,どうしても,无论如何
どうしても,,无论如何,とうちゃく,到达
とうちゃく,到着,到达,どうとく,道德
どうとく,道徳,道德,とうひょう,投票
とうひょう,投票,投票,どうよう,同样
どうよう,同様,同样,どうりょう,同事
どうりょう,同僚,同事,どうろ,道路
どうろ,道路,道路,とお,十
とお,十,十,とおす,通过
とおす,通す,通过,とおり,街道
とおり,通り,街道,とおりすぎる,通过
とおりすぎる,通り過ぎる,通过,とかい,城市
とかい,都会,城市,とき,时候
とき,時,时候,とく,解开
とく,解く,解开,どく,毒
どく,毒,毒,とくい,得意
とくい,得意,得意,どくしょ,读书
どくしょ,読書,读书,どくしん,单身
どくしん,独身,单身,とくちょう,特征
とくちょう,特徴,特征,どくとく,独特
どくとく,独特,独特,どくりつ,独立
どくりつ,独立,独立,とける,解开
とける,解ける,解开,どこか,某处
どこか,,某处,ところが,然而
ところが,,然而,ところで,顺便说一下
ところで,,顺便说一下,とざん,登山
とざん,登山,登山,とし,城市
とし,都市,城市,としつき,年月
としつき,年月,年月,としょ,书籍
としょ,図書,书籍,としより,老人
としより,年寄,老人,とじる,关闭
とじる,閉じる,关闭,とたん,瞬间
とたん,途端,瞬间,とち,土地
とち,土地,土地,とつぜん,突然
とつぜん,突然,突然,トップ,顶尖
トップ,,顶尖,とどく,到达
とどく,届く,到达,とにかく,总之
とにかく,,总之,とばす,跳过
とばす,飛ばす,跳过,とびだす,飞出
とびだす,飛び出す,飞出,とめる,停止
とめる,留める,停止,とも,朋友
とも,友,朋友,ともに,一起
ともに,共に,一起,どよう,星期六
どよう,土曜,星期六,とら,老虎
とら,虎,老虎,ドライブ,开车
ドライブ,,开车,トラック,卡车
トラック,,卡车,ドラマ,戏剧
ドラマ,,戏剧,トランプ,扑克
トランプ,,扑克,とりあげる,拿起
とりあげる,取り上げる,拿起,どりょく,努力
どりょく,努力,努力,どれ,哪个
どれ,どれ,哪个,ドレス,连衣裙
ドレス,,连衣裙,とれる,脱落
とれる,取れる,脱落,どろ,泥
どろ,泥,泥,とん,吨
とん,屯,吨,とんでもない,意外
とんでもない,,意外,どんな,什么样的
どんな,,什么样的,トンネル,隧道
トンネル,,隧道,な,名
な,名,名,ないよう,内容
ないよう,内容,内容,なお,直
なお,,直,なか,关系
なか,仲,关系,ながす,流动
ながす,流す,流动,なかなか,相当
なかなか,,相当,なかば,中间
なかば,半ば,中间,なかま,伙伴
なかま,仲間,伙伴,ながめ,景色
ながめ,眺め,景色,ながめる,眺望
ながめる,眺める,眺望,ながれ,水流
ながれ,流れ,水流,ながれる,流动
ながれる,流れる,流动,なし,无
なし,無し,无,なぜなら,因为
なぜなら,,因为,なぞ,谜
なぞ,謎,谜,なっとく,理解
なっとく,納得,理解,など,等等
など,,等等,なな,七
なな,七,七,なに,什么
なに,何,什么,なん,什么
なん,何,什么,なにか,有什么
なにか,,有什么,なにも,什么也
なにも,,什么也,なべ,锅
なべ,鍋,锅,なま,生的
なま,生,生的,なまける,懒惰
なまける,怠ける,懒惰,なみ,波浪
なみ,波,波浪,なみだ,眼泪
なみだ,涙,眼泪,なやむ,烦恼
なやむ,悩む,烦恼,なる,变成
なる,為る,变成,なる,成为
なる,成る,成为,なわ,绳子
なわ,縄,绳子,なんで,为什么
なんで,,为什么,なんでも,什么都
なんでも,,什么都,なんとか,设法
なんとか,,设法,にあう,适合
にあう,似合う,适合,におい,气味
におい,匂い,气味,にがて,不擅长
にがて,苦手,不擅长,にぎる,握
にぎる,握る,握,にち,日
にち,日,日,にちじょう,日常
にちじょう,日常,日常,にちよう,星期日
にちよう,日曜,星期日,にっこう,阳光
にっこう,日光,阳光,にっちゅう,白天
にっちゅう,日中,白天,にっこり,微笑
にっこり,,微笑,にっぽん,日本
にっぽん,日本,日本,にほん,日本
にほん,日本,日本,にゅういん,住院
にゅういん,入院,住院,にゅうがく,入学
にゅうがく,入学,入学,にゅうじょう,入场
にゅうじょう,入場,入场,にんき,人气
にんき,人気,人气,にんげん,人类
にんげん,人間,人类,ぬく,拔出
ぬく,抜く,拔出,ぬける,脱落
ぬける,抜ける,脱落,ぬの,布
ぬの,布,布,ぬれる,湿
ぬれる,濡れる,湿,ね,根
ね,根,根,ね,价值
ね,値,价值,ねがい,愿望
ねがい,願い,愿望,ねがう,希望
ねがう,願う,希望,ねずみ,老鼠
ねずみ,鼠,老鼠,ねだん,价格
ねだん,値段,价格,ねっしん,热心
ねっしん,熱心,热心,ねったい,热带
ねったい,熱帯,热带,ねっちゅう,热衷
ねっちゅう,熱中,热衷,ねんかん,年
ねんかん,年間,年,ねんげつ,年月
ねんげつ,年月,年月,ねんじゅう,全年
ねんじゅう,年中,全年,ねんだい,年代
ねんだい,年代,年代,ねんれい,年龄
ねんれい,年齢,年龄,の,野
の,野,野,のう,能力
のう,能,能力,のうか,农家
のうか,農家,农家,のうぎょう,农业
のうぎょう,農業,农业,のうみん,农民
のうみん,農民,农民,のうりょく,能力
のうりょく,能力,能力,ノー,不
ノー,,不,のき,屋檐
のき,軒,屋檐,のこす,留下
のこす,残す,留下,のこり,剩余
のこり,残り,剩余,のせる,放上
のせる,乗せる,放上,のぞく,除去
のぞく,除く,除去,のぞみ,希望
のぞみ,望み,希望,のぞむ,希望
のぞむ,望む,希望,のち,之后
のち,後,之后,ノック,敲门
ノック,,敲门,のど,喉咙
のど,喉,喉咙,のばす,伸长
のばす,伸ばす,伸长,のびる,伸长
のびる,伸びる,伸长,のべる,陈述
のべる,述べる,陈述,のぼる,上升
のぼる,昇る,上升,のんびり,悠闲
のんびり,,悠闲,ば,场所
ば,場,场所,はあ,啊
はあ,,啊,パーセント,百分比
パーセント,,百分比,はい,灰
はい,灰,灰,ばいう,梅雨
ばいう,梅雨,梅雨,バイオリン,小提琴
バイオリン,,小提琴,ハイキング,徒步旅行
ハイキング,,徒步旅行,はいたつ,配送
はいたつ,配達,配送,パイプ,管道
パイプ,,管道,はいゆう,演员
はいゆう,俳優,演员,パイロット,飞行员
パイロット,,飞行员,はか,坟墓
はか,墓,坟墓,ばか,笨蛋
ばか,馬鹿,笨蛋,はかせ,博士
はかせ,博士,博士,はかる,测量
はかる,計る,测量,はく,穿
はく,履く,穿,はく,吐
はく,吐く,吐,はくしゅ,鼓掌
はくしゅ,拍手,鼓掌,ばくだい,巨大
ばくだい,莫大,巨大,ばくはつ,爆炸
ばくはつ,爆発,爆炸,はくぶつかん,博物馆
はくぶつかん,博物館,博物馆,はげしい,激烈
はげしい,激しい,激烈,はさみ,剪刀
はさみ,,剪刀,はさん,破产
はさん,破産,破产,はし,端
はし,端,端,パス,通过
パス,,通过,はずす,取下
はずす,外す,取下,パスポート,护照
パスポート,,护照,はた,旗帜
はた,旗,旗帜,はだ,皮肤
はだ,肌,皮肤,はだか,裸体
はだか,裸,裸体,はたけ,田地
はたけ,畑,田地,はたち,二十岁
はたち,二十歳,二十岁,はたらき,工作
はたらき,働き,工作,バッグ,包
バッグ,,包,はっけん,发现
はっけん,発見,发现,はっこう,发行
はっこう,発行,发行,はっしゃ,发车
はっしゃ,発車,发车,ばっする,惩罚
ばっする,罰する,惩罚,はったつ,发展
はったつ,発達,发展,ばったり,突然
ばったり,,突然,はってん,发展
はってん,発展,发展,はっぴょう,发表
はっぴょう,発表,发表,はつめい,发明
はつめい,発明,发明,はなしあう,交谈
はなしあう,話し合う,交谈,はなす,分开
はなす,離す,分开,はなす,放开
はなす,放す,放开,はなれる,离开
はなれる,離れる,离开,はね,羽毛
はね,羽,羽毛,はば,宽度
はば,幅,宽度,ははおや,母亲
ははおや,母親,母亲,はぶく,省略
はぶく,省く,省略,ばめん,场面
ばめん,場面,场面,はら,腹部
はら,腹,腹部,はら,原野
はら,原,原野,はり,针
はり,針,针,はる,张贴
はる,張る,张贴,ばん,号码
ばん,番,号码,バン,面包车
バン,,面包车,はんい,范围
はんい,範囲,范围,はんこう,反抗
はんこう,反抗,反抗,はんざい,犯罪
はんざい,犯罪,犯罪,ハンサム,英俊
ハンサム,,英俊,はんだん,判断
はんだん,判断,判断,はんにん,犯人
